,0,1,2,3,4,5,6,7,8,9,10,11,12
26,step0_LeftHand_angacc_z_201_pause_1_durations_kurtosis,step1_RightHand_angvel_magnitude_531_pause_0.5_durations_iqr,,,step4_RightHand_angacc_z_51_pause_0.5_duration_frequency,step5_LeftHand_angacc_z_201_pause_1_durations_kurtosis,step6_LeftHand_linvel_z_7_pause_0.5_durations_slope,,step8_RightHand_linvel_y_201_pause_1_durations_skewness,,,step11_Head_linacc_x_35_pause_0.75_durations_coeff_of_var,substep36_Head_linacc_z_13_pause_1_durations_coeff_of_var
27,step0_LeftHand_linacc_x_13_pause_0.75_duration_frequency,step1_RightHand_angvel_x_21_pause_0.75_time_to_min_duration,,,step4_RightHand_angvel_x_13_pause_0.5_duration_frequency,step5_LeftHand_angvel_magnitude_13_pause_0.5_duration_count,step6_RightHand_angacc_magnitude_13_pause_0.5_durations_range,,step8_RightHand_linvel_z_201_pause_1.25_durations_coeff_of_var,,,step11_Head_linacc_x_35_pause_0.75_durations_kurtosis,substep36_Head_linacc_z_21_pause_1_durations_skewness
28,step0_LeftHand_linacc_x_201_pause_1_durations_median,step1_RightHand_angvel_x_21_pause_1_time_to_min_duration,,,step4_RightHand_angvel_x_35_pause_0.75_durations_iqr,step5_LeftHand_angvel_magnitude_201_pause_0.75_durations_var,step6_RightHand_angacc_x_7_pause_1_time_to_min_duration,,step8_RightHand_linvel_z_51_pause_1_durations_coeff_of_var,,,step11_Head_linacc_x_35_pause_1.25_durations_kurtosis,substep36_Head_linacc_z_7_pause_0.5_durations_max
29,step0_LeftHand_linacc_y_201_pause_1.25_durations_kurtosis,step1_RightHand_angvel_z_13_pause_0.75_time_to_min_duration,,,step4_RightHand_angvel_x_7_pause_1_durations_std,step5_LeftHand_angvel_x_531_pause_1.25_time_to_max_duration,step6_RightHand_angacc_y_7_pause_1_time_to_min_duration,,step8_RightHand_linvel_z_531_pause_0.5_durations_coeff_of_var,,,step11_Head_linacc_z_21_pause_0.75_time_to_min_duration,substep36_Head_linacc_z_7_pause_1_durations_skewness
30,step0_LeftHand_linvel_x_13_pause_1.25_durations_iqr,step1_RightHand_angvel_z_13_pause_1_time_to_min_duration,,,step4_RightHand_angvel_z_13_pause_0.5_durations_max,step5_LeftHand_angvel_y_51_pause_1.25_time_to_min_duration,step6_RightHand_angvel_magnitude_201_pause_0.5_time_to_max_duration,,,,,step11_Head_linvel_x_13_pause_1.25_durations_iqr,substep36_Head_linvel_magnitude_21_pause_1.25_durations_kurtosis
31,step0_LeftHand_linvel_y_13_pause_1.25_durations_var,step1_RightHand_linacc_magnitude_51_pause_0.5_time_to_min_duration,,,step4_RightHand_angvel_z_51_pause_0.75_durations_mean,step5_LeftHand_linacc_magnitude_7_pause_0.5_duration_count,step6_RightHand_angvel_magnitude_201_pause_0.75_time_to_max_duration,,,,,step11_Head_linvel_z_201_pause_1.25_durations_iqr,substep36_Head_linvel_magnitude_531_pause_0.5_duration_count
32,step0_LeftHand_linvel_y_21_pause_0.5_durations_iqr,step1_RightHand_linacc_magnitude_531_pause_0.75_time_to_max_duration,,,step4_RightHand_linacc_magnitude_13_pause_1.25_durations_mean,step5_LeftHand_linacc_x_201_pause_1_durations_kurtosis,step6_RightHand_angvel_x_13_pause_1.25_time_to_min_duration,,,,,step11_LeftHand_angacc_magnitude_201_pause_0.5_durations_max,substep36_Head_linvel_magnitude_531_pause_0.5_durations_coeff_of_var
33,step0_LeftHand_linvel_z_13_pause_0.5_durations_median,step1_RightHand_linacc_x_51_pause_1.25_time_to_min_duration,,,step4_RightHand_linacc_magnitude_201_pause_1.25_durations_coeff_of_var,step5_LeftHand_linacc_z_13_pause_0.75_duration_count,step6_RightHand_angvel_x_13_pause_1_time_to_min_duration,,,,,step11_LeftHand_angacc_magnitude_201_pause_0.75_durations_mean,substep36_Head_linvel_magnitude_531_pause_1_durations_coeff_of_var
34,step0_RightHand_angacc_magnitude_7_pause_1.25_durations_skewness,step1_RightHand_linvel_magnitude_13_pause_0.5_durations_median,,,step4_RightHand_linacc_magnitude_21_pause_0.75_duration_frequency,step5_LeftHand_linacc_z_35_pause_0.5_duration_count,step6_RightHand_linvel_x_531_pause_1_durations_slope,,,,,step11_LeftHand_angacc_x_13_pause_1.25_durations_skewness,substep36_Head_linvel_magnitude_7_pause_1.25_duration_count
35,step0_RightHand_angvel_magnitude_201_pause_1.25_durations_median,step1_RightHand_linvel_magnitude_13_pause_0.5_durations_min,,,step4_RightHand_linacc_x_13_pause_1_duration_frequency,step5_LeftHand_linacc_z_7_pause_0.5_duration_count,,,,,,step11_LeftHand_angacc_x_201_pause_0.75_durations_median,substep36_Head_linvel_x_201_pause_0.5_durations_iqr
36,step0_RightHand_angvel_x_7_pause_0.5_time_to_max_duration,step1_RightHand_linvel_magnitude_13_pause_0.75_durations_slope,,,step4_RightHand_linacc_x_21_pause_1.25_durations_std,step5_LeftHand_linacc_z_7_pause_0.5_duration_frequency,,,,,,step11_LeftHand_angacc_x_21_pause_1.25_durations_coeff_of_var,substep36_Head_linvel_x_531_pause_1.25_durations_mean
37,step0_RightHand_angvel_z_531_pause_1_durations_median,step1_RightHand_linvel_magnitude_51_pause_0.75_durations_slope,,,step4_RightHand_linacc_y_35_pause_0.75_durations_coeff_of_var,step5_LeftHand_linacc_z_7_pause_0.75_durations_kurtosis,,,,,,step11_LeftHand_angacc_x_21_pause_1.25_durations_skewness,substep36_Head_linvel_x_531_pause_1_durations_skewness
38,step0_RightHand_linacc_magnitude_51_pause_0.75_durations_kurtosis,,,,,step5_LeftHand_linacc_z_7_pause_1_durations_kurtosis,,,,,,step11_LeftHand_angacc_x_51_pause_1.25_durations_skewness,substep36_Head_linvel_y_201_pause_1.25_durations_iqr
39,step0_RightHand_linacc_magnitude_531_pause_0.5_durations_kurtosis,,,,,step5_LeftHand_linvel_magnitude_21_pause_1.25_durations_median,,,,,,step11_LeftHand_angacc_z_51_pause_1.25_durations_coeff_of_var,substep36_Head_linvel_z_201_pause_1.25_durations_median
40,step0_RightHand_linacc_z_201_pause_1_duration_count,,,,,step5_LeftHand_linvel_magnitude_35_pause_1.25_durations_slope,,,,,,step11_LeftHand_angvel_magnitude_7_pause_1.25_durations_coeff_of_var,substep36_Head_linvel_z_531_pause_1.25_durations_mean
41,step0_RightHand_linacc_z_531_pause_1.25_durations_coeff_of_var,,,,,step5_LeftHand_linvel_magnitude_51_pause_1.25_durations_slope,,,,,,step11_LeftHand_angvel_y_201_pause_0.75_durations_slope,substep36_LeftHand_angacc_magnitude_13_pause_1_durations_coeff_of_var
42,step0_RightHand_linacc_z_531_pause_1.25_durations_kurtosis,,,,,step5_RightHand_angacc_magnitude_201_pause_1.25_time_to_min_duration,,,,,,step11_LeftHand_angvel_y_201_pause_1_durations_iqr,substep36_LeftHand_angacc_magnitude_201_pause_0.5_durations_kurtosis
43,step0_RightHand_linvel_magnitude_13_pause_0.5_durations_slope,,,,,step5_RightHand_angacc_magnitude_21_pause_0.75_time_to_max_duration,,,,,,step11_LeftHand_angvel_y_531_pause_0.5_durations_iqr,substep36_LeftHand_angacc_magnitude_201_pause_0.5_durations_skewness
44,step0_RightHand_linvel_magnitude_21_pause_1.25_durations_var,,,,,step5_RightHand_angacc_magnitude_21_pause_1.25_duration_count,,,,,,step11_LeftHand_angvel_z_201_pause_0.75_durations_iqr,substep36_LeftHand_angacc_magnitude_201_pause_0.75_durations_skewness
45,step0_RightHand_linvel_magnitude_7_pause_1.25_durations_mean,,,,,step5_RightHand_angacc_magnitude_51_pause_0.5_durations_sum,,,,,,step11_LeftHand_angvel_z_201_pause_1.25_durations_iqr,substep36_LeftHand_angacc_magnitude_201_pause_1.25_durations_mean
46,step0_RightHand_linvel_x_13_pause_0.5_durations_median,,,,,step5_RightHand_angacc_magnitude_51_pause_1.25_time_to_min_duration,,,,,,step11_LeftHand_linacc_x_531_pause_1.25_durations_iqr,substep36_LeftHand_angacc_magnitude_531_pause_0.5_durations_range
47,step0_RightHand_linvel_x_21_pause_1.25_durations_var,,,,,step5_RightHand_angacc_x_201_pause_1.25_durations_coeff_of_var,,,,,,step11_LeftHand_linacc_y_21_pause_0.5_durations_coeff_of_var,substep36_LeftHand_angacc_magnitude_531_pause_1.25_durations_coeff_of_var
48,step0_RightHand_linvel_x_51_pause_1.25_durations_mean,,,,,step5_RightHand_angacc_y_201_pause_1_time_to_min_duration,,,,,,step11_RightHand_angacc_magnitude_201_pause_0.75_durations_mean,substep36_LeftHand_angacc_x_13_pause_1.25_durations_iqr
49,step0_RightHand_linvel_y_201_pause_0.75_durations_var,,,,,step5_RightHand_angvel_magnitude_7_pause_1.25_durations_kurtosis,,,,,,step11_RightHand_angacc_x_13_pause_1.25_durations_kurtosis,substep36_LeftHand_angacc_x_201_pause_0.75_durations_skewness
50,step0_RightHand_linvel_y_21_pause_0.5_durations_min,,,,,step5_RightHand_angvel_x_531_pause_1.25_time_to_min_duration,,,,,,step11_RightHand_angacc_y_13_pause_0.5_durations_iqr,substep36_LeftHand_angacc_x_21_pause_1.25_durations_iqr
51,step0_RightHand_linvel_y_21_pause_1.25_durations_median,,,,,step5_RightHand_angvel_y_531_pause_1.25_time_to_min_duration,,,,,,step11_RightHand_angacc_y_13_pause_0.5_durations_slope,substep36_LeftHand_angacc_x_21_pause_1.25_durations_var
52,step0_RightHand_linvel_y_51_pause_1.25_durations_min,,,,,step5_RightHand_linacc_x_201_pause_0.5_duration_count,,,,,,step11_RightHand_angvel_x_201_pause_1.25_durations_iqr,substep36_LeftHand_angacc_y_51_pause_0.75_durations_skewness
53,,,,,,step5_RightHand_linacc_x_51_pause_1_time_to_min_duration,,,,,,step11_RightHand_angvel_x_21_pause_1.25_durations_coeff_of_var,substep36_LeftHand_angacc_y_531_pause_1.25_durations_iqr
54,,,,,,step5_RightHand_linacc_x_531_pause_1_time_to_min_duration,,,,,,step11_RightHand_angvel_x_21_pause_1.25_durations_skewness,substep36_LeftHand_angacc_z_201_pause_0.5_durations_iqr
55,,,,,,step5_RightHand_linacc_y_201_pause_0.75_duration_count,,,,,,step11_RightHand_angvel_z_201_pause_0.75_durations_iqr,substep36_LeftHand_angacc_z_201_pause_0.5_durations_skewness
56,,,,,,step5_RightHand_linacc_y_7_pause_1.25_time_to_max_duration,,,,,,step11_RightHand_angvel_z_201_pause_1_durations_iqr,substep36_LeftHand_angvel_magnitude_201_pause_1_durations_coeff_of_var
57,,,,,,step5_RightHand_linvel_magnitude_21_pause_1.25_durations_median,,,,,,step11_RightHand_angvel_z_201_pause_1_durations_mean,substep36_LeftHand_angvel_magnitude_201_pause_1_durations_range
58,,,,,,step5_RightHand_linvel_x_35_pause_1.25_durations_slope,,,,,,step11_RightHand_linacc_y_7_pause_1_duration_frequency,substep36_LeftHand_angvel_magnitude_201_pause_1_durations_std
59,,,,,,step5_RightHand_linvel_z_35_pause_0.5_durations_slope,,,,,,step11_RightHand_linvel_magnitude_13_pause_0.75_durations_skewness,substep36_LeftHand_angvel_x_201_pause_1_durations_iqr
60,,,,,,step5_RightHand_linvel_z_51_pause_1.25_durations_iqr,,,,,,step11_RightHand_linvel_y_201_pause_0.5_durations_mean,substep36_LeftHand_angvel_y_21_pause_1.25_durations_skewness
61,,,,,,step5_RightHand_linvel_z_531_pause_1_durations_kurtosis,,,,,,step11_RightHand_linvel_y_201_pause_0.5_durations_median,substep36_LeftHand_angvel_y_531_pause_1_durations_mean
62,,,,,,,,,,,,step11_RightHand_linvel_y_51_pause_1.25_durations_mean,substep36_LeftHand_angvel_z_531_pause_0.5_durations_iqr
63,,,,,,,,,,,,step11_RightHand_linvel_y_51_pause_1.25_durations_min,substep36_LeftHand_linacc_magnitude_531_pause_0.5_durations_var
64,,,,,,,,,,,,step11_RightHand_linvel_z_201_pause_0.5_durations_median,substep36_LeftHand_linacc_x_531_pause_1.25_durations_mean
65,,,,,,,,,,,,step11_RightHand_linvel_z_51_pause_1.25_durations_median,substep36_LeftHand_linacc_y_201_pause_1.25_durations_iqr
66,,,,,,,,,,,,,substep36_LeftHand_linacc_y_7_pause_0.75_durations_max
67,,,,,,,,,,,,,substep36_LeftHand_linacc_z_201_pause_0.5_time_to_max_duration
68,,,,,,,,,,,,,substep36_LeftHand_linacc_z_201_pause_0.75_duration_count
69,,,,,,,,,,,,,substep36_LeftHand_linacc_z_201_pause_1.25_time_to_max_duration
70,,,,,,,,,,,,,substep36_LeftHand_linacc_z_21_pause_1.25_durations_skewness
71,,,,,,,,,,,,,substep36_LeftHand_linacc_z_531_pause_1.25_durations_iqr
72,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_201_pause_1_durations_var
73,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_21_pause_1.25_durations_kurtosis
74,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_21_pause_1.25_durations_skewness
75,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_51_pause_1.25_durations_kurtosis
76,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_51_pause_1.25_durations_skewness
77,,,,,,,,,,,,,substep36_LeftHand_linvel_magnitude_7_pause_1.25_durations_kurtosis
78,,,,,,,,,,,,,substep36_LeftHand_linvel_x_201_pause_0.5_durations_slope
79,,,,,,,,,,,,,substep36_LeftHand_linvel_x_201_pause_1.25_durations_iqr
80,,,,,,,,,,,,,substep36_LeftHand_linvel_x_35_pause_1.25_durations_iqr
81,,,,,,,,,,,,,substep36_LeftHand_linvel_y_201_pause_1.25_durations_mean
82,,,,,,,,,,,,,substep36_LeftHand_linvel_y_201_pause_1.25_durations_min
83,,,,,,,,,,,,,substep36_LeftHand_linvel_y_201_pause_1_durations_coeff_of_var
84,,,,,,,,,,,,,substep36_LeftHand_linvel_y_21_pause_1_durations_kurtosis
85,,,,,,,,,,,,,substep36_LeftHand_linvel_z_13_pause_1.25_durations_kurtosis
86,,,,,,,,,,,,,substep36_LeftHand_linvel_z_201_pause_1.25_durations_mean
87,,,,,,,,,,,,,substep36_LeftHand_linvel_z_21_pause_1.25_duration_count
88,,,,,,,,,,,,,substep36_LeftHand_linvel_z_21_pause_1.25_durations_kurtosis
89,,,,,,,,,,,,,substep36_LeftHand_linvel_z_21_pause_1.25_durations_skewness
90,,,,,,,,,,,,,substep36_LeftHand_linvel_z_531_pause_1_durations_coeff_of_var
91,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_201_pause_0.75_durations_skewness
92,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_201_pause_1.25_durations_median
93,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_51_pause_0.75_durations_kurtosis
94,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_51_pause_0.75_durations_max
95,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_0.5_durations_var
96,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_0.75_durations_max
97,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_0.75_durations_median
98,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_1.25_durations_std
99,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_1_durations_coeff_of_var
100,,,,,,,,,,,,,substep36_RightHand_angacc_magnitude_531_pause_1_durations_std
101,,,,,,,,,,,,,substep36_RightHand_angacc_x_13_pause_0.75_durations_kurtosis
102,,,,,,,,,,,,,substep36_RightHand_angacc_x_51_pause_1_durations_kurtosis
103,,,,,,,,,,,,,substep36_RightHand_angacc_x_531_pause_1_duration_count
104,,,,,,,,,,,,,substep36_RightHand_angacc_x_531_pause_1_durations_coeff_of_var
105,,,,,,,,,,,,,substep36_RightHand_angacc_y_13_pause_0.75_durations_kurtosis
106,,,,,,,,,,,,,substep36_RightHand_angacc_y_201_pause_0.75_durations_skewness
107,,,,,,,,,,,,,substep36_RightHand_angacc_y_201_pause_1.25_durations_skewness
108,,,,,,,,,,,,,substep36_RightHand_angacc_y_531_pause_0.75_durations_iqr
109,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_201_pause_0.5_durations_kurtosis
110,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_35_pause_1.25_time_to_max_duration
111,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_35_pause_1_durations_kurtosis
112,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_531_pause_1.25_durations_min
113,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_531_pause_1_durations_iqr
114,,,,,,,,,,,,,substep36_RightHand_angvel_magnitude_531_pause_1_durations_std
115,,,,,,,,,,,,,substep36_RightHand_angvel_x_201_pause_0.5_durations_iqr
116,,,,,,,,,,,,,substep36_RightHand_angvel_x_201_pause_0.75_time_to_max_duration
117,,,,,,,,,,,,,substep36_RightHand_angvel_x_201_pause_1.25_durations_iqr
118,,,,,,,,,,,,,substep36_RightHand_angvel_x_531_pause_0.75_durations_coeff_of_var
119,,,,,,,,,,,,,substep36_RightHand_angvel_y_51_pause_1_time_to_min_duration
120,,,,,,,,,,,,,substep36_RightHand_angvel_y_531_pause_0.5_durations_iqr
121,,,,,,,,,,,,,substep36_RightHand_angvel_y_531_pause_1_durations_iqr
122,,,,,,,,,,,,,substep36_RightHand_angvel_z_201_pause_1.25_durations_iqr
123,,,,,,,,,,,,,substep36_RightHand_linacc_magnitude_35_pause_1.25_time_to_min_duration
124,,,,,,,,,,,,,substep36_RightHand_linacc_magnitude_531_pause_1_durations_skewness
125,,,,,,,,,,,,,substep36_RightHand_linacc_x_13_pause_0.75_durations_skewness
126,,,,,,,,,,,,,substep36_RightHand_linacc_x_21_pause_0.5_durations_kurtosis
127,,,,,,,,,,,,,substep36_RightHand_linacc_x_35_pause_0.5_durations_kurtosis
128,,,,,,,,,,,,,substep36_RightHand_linacc_x_51_pause_0.5_durations_coeff_of_var
129,,,,,,,,,,,,,substep36_RightHand_linacc_x_51_pause_1_durations_skewness
130,,,,,,,,,,,,,substep36_RightHand_linacc_x_531_pause_0.5_durations_iqr
131,,,,,,,,,,,,,substep36_RightHand_linacc_x_531_pause_1.25_durations_mean
132,,,,,,,,,,,,,substep36_RightHand_linacc_y_21_pause_1_durations_skewness
133,,,,,,,,,,,,,substep36_RightHand_linacc_y_7_pause_0.75_durations_kurtosis
134,,,,,,,,,,,,,substep36_RightHand_linacc_z_35_pause_0.5_durations_skewness
135,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_201_pause_0.5_durations_kurtosis
136,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_201_pause_1.25_durations_skewness
137,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_21_pause_1.25_durations_kurtosis
138,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_531_pause_0.75_duration_count
139,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_531_pause_0.75_durations_kurtosis
140,,,,,,,,,,,,,substep36_RightHand_linvel_magnitude_531_pause_1.25_durations_coeff_of_var
141,,,,,,,,,,,,,substep36_RightHand_linvel_x_201_pause_0.75_durations_iqr
142,,,,,,,,,,,,,substep36_RightHand_linvel_x_201_pause_0.75_durations_slope
143,,,,,,,,,,,,,substep36_RightHand_linvel_z_13_pause_1.25_durations_iqr
144,,,,,,,,,,,,,substep36_RightHand_linvel_z_201_pause_0.75_durations_kurtosis
145,,,,,,,,,,,,,substep36_RightHand_linvel_z_201_pause_1.25_durations_iqr
146,,,,,,,,,,,,,substep36_RightHand_linvel_z_201_pause_1.25_durations_median
147,,,,,,,,,,,,,substep36_RightHand_linvel_z_201_pause_1.25_durations_slope
148,,,,,,,,,,,,,substep36_RightHand_linvel_z_201_pause_1_durations_kurtosis
149,,,,,,,,,,,,,substep36_RightHand_linvel_z_531_pause_1.25_durations_mean
150,,,,,,,,,,,,,substep36_RightHand_linvel_z_531_pause_1_duration_count
151,,,,,,,,,,,,,substep36_RightHand_linvel_z_531_pause_1_durations_coeff_of_var
152,,,,,,,,,,,,,substep36_RightHand_linvel_z_531_pause_1_durations_kurtosis
